initial_capital,ending_equity,total_return,annual_return,max_drawdown,benchmark_return,excess_return,sharpe,trade_count,win_rate
100000.0,150080.72,0.5008,0.0308,-0.3654,0.8199,-0.3191,0.3139,63,0.4516
