date,close,signal,position,cash,shares,equity,daily_return,cum_return,rolling_max,drawdown
2015-08-11,4.099,0,0,142022.11155634536,0.0,142022.11155634536,0.0,0.42022111556345365,161582.50623182266,-0.12105515090485086
2015-08-12,4.057,0,0,142022.11155634536,0.0,142022.11155634536,0.0,0.42022111556345365,161582.50623182266,-0.12105515090485086
2015-08-13,4.112,1,1,8.249401162174763e-12,34528.0928261272,141979.51770103505,-0.00029991002699192304,0.4197951770103505,161582.50623182266,-0.12131875527826741
2015-08-14,4.102,0,1,8.249401162174763e-12,34528.0928261272,141634.2367727738,-0.0024319066147858726,0.4163423677277378,161582.50623182266,-0.12345562600959448
2015-08-17,4.109,0,1,8.249401162174763e-12,34528.0928261272,141875.93342255667,0.0017064846416381396,0.41875933422556666,161582.50623182266,-0.12195981649766552
2015-08-18,3.827,0,1,8.249401162174763e-12,34528.0928261272,132139.0112455888,-0.06862983694329516,0.321390112455888,161582.50623182266,-0.18221957112109177
2015-08-19,3.915,0,1,8.249401162174763e-12,34528.0928261272,135177.48341428797,0.022994512673111922,0.3517748341428797,161582.50623182266,-0.16341510868541276
2015-08-20,3.815,-1,0,131685.15672943578,0.0,131685.15672943578,-0.02583512132822452,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-08-21,3.625,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-08-24,3.263,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-08-25,2.983,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-08-26,3.067,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-08-27,3.257,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-08-28,3.402,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-08-31,3.395,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-01,3.382,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-02,3.372,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-07,3.289,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-08,3.378,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-09,3.442,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-10,3.381,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-11,3.388,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-14,3.269,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-15,3.173,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-16,3.345,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-17,3.28,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-18,3.279,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-21,3.339,0,0,131685.15672943578,0.0,131685.15672943578,0.0,0.3168515672943577,161582.50623182266,-0.18502838085388462
2015-09-22,3.365,1,1,-6.849631972727366e-12,39122.03953358889,131645.66303052663,-0.000299910026991812,0.3164566303052663,161582.50623182266,-0.18527279901418037
2015-09-23,3.287,0,1,-6.849631972727366e-12,39122.03953358889,128594.14394690668,-0.023179791976225994,0.2859414394690669,161582.50623182266,-0.20415800605040446
2015-09-24,3.315,-1,0,129650.654185531,0.0,129650.654185531,0.008215850319440055,0.2965065418553101,161582.50623182266,-0.19761948735018986
2015-09-25,3.243,0,0,129650.654185531,0.0,129650.654185531,0.0,0.2965065418553101,161582.50623182266,-0.19761948735018986
2015-09-28,3.262,0,0,129650.654185531,0.0,129650.654185531,0.0,0.2965065418553101,161582.50623182266,-0.19761948735018986
2015-09-29,3.199,0,0,129650.654185531,0.0,129650.654185531,0.0,0.2965065418553101,161582.50623182266,-0.19761948735018986
2015-09-30,3.221,0,0,129650.654185531,0.0,129650.654185531,0.0,0.2965065418553101,161582.50623182266,-0.19761948735018986
2015-10-08,3.337,0,0,129650.654185531,0.0,129650.654185531,0.0,0.2965065418553101,161582.50623182266,-0.19761948735018986
2015-10-09,3.379,0,0,129650.654185531,0.0,129650.654185531,0.0,0.2965065418553101,161582.50623182266,-0.19761948735018986
2015-10-12,3.52,1,1,-1.0132339411939029e-11,36821.52575407236,129611.7706543347,-0.00029991002699192304,0.2961177065433469,161582.50623182266,-0.1978601293113964
2015-10-13,3.495,0,1,-1.0132339411939029e-11,36821.52575407236,128691.23251048289,-0.007102272727272707,0.2869123251048289,161582.50623182266,-0.20355714543844616
2015-10-14,3.457,0,1,-1.0132339411939029e-11,36821.52575407236,127292.01453182813,-0.010872675250357733,0.27292014531828124,161582.50623182266,-0.21221660995156189
2015-10-15,3.546,0,1,-1.0132339411939029e-11,36821.52575407236,130569.13032394057,0.02574486549030941,0.30569130323940574,161582.50623182266,-0.1919352325392648
2015-10-16,3.595,0,1,-1.0132339411939029e-11,36821.52575407236,132373.38508589016,0.013818386914834058,0.3237338508589016,161582.50623182266,-0.18076908093024702
2015-10-19,3.589,0,1,-1.0132339411939029e-11,36821.52575407236,132152.4559313657,-0.0016689847009737635,0.32152455931365687,161582.50623182266,-0.18213636480073914
2015-10-20,3.636,0,1,-1.0132339411939029e-11,36821.52575407236,133883.0676418071,0.01309556979660087,0.3388306764180711,161582.50623182266,-0.17142597448188557
2015-10-21,3.527,0,1,-1.0132339411939029e-11,36821.52575407236,129869.52133461321,-0.029977997799780054,0.298695213346132,161582.50623182266,-0.19626496479582256
2015-10-22,3.572,0,1,-1.0132339411939029e-11,36821.52575407236,131526.48999354648,0.012758718457612783,0.3152648999354648,161582.50623182266,-0.18601033576713288
2015-10-23,3.635,0,1,-1.0132339411939029e-11,36821.52575407236,133846.24611605302,0.01763717805151166,0.33846246116053025,161582.50623182266,-0.17165385512696762
2015-10-26,3.641,0,1,-1.0132339411939029e-11,36821.52575407236,134067.17527057746,0.0016506189821183792,0.34067175270577454,161582.50623182266,-0.17028657125647573
2015-10-27,3.643,0,1,-1.0132339411939029e-11,36821.52575407236,134140.8183220856,0.0005492996429552477,0.341408183220856,161582.50623182266,-0.16983080996631172
2015-10-28,3.579,0,1,-1.0132339411939029e-11,36821.52575407236,131784.240673825,-0.017567938512214942,0.3178424067382499,161582.50623182266,-0.18441517125155893
2015-10-29,3.584,0,1,-1.0132339411939029e-11,36821.52575407236,131968.34830259535,0.001397038278848628,0.3196834830259534,161582.50623182266,-0.18327576802614898
2015-10-30,3.585,0,1,-1.0132339411939029e-11,36821.52575407236,132005.1698283494,0.0002790178571427937,0.320051698283494,161582.50623182266,-0.18304788738106714
2015-11-02,3.525,0,1,-1.0132339411939029e-11,36821.52575407236,129795.87828310506,-0.01673640167364021,0.2979587828310506,161582.50623182266,-0.19672072608598645
2015-11-03,3.498,0,1,-1.0132339411939029e-11,36821.52575407236,128801.69708774511,-0.007659574468085073,0.28801697087745115,161582.50623182266,-0.20287350350320021
2015-11-04,3.708,0,1,-1.0132339411939029e-11,36821.52575407236,136534.21749610032,0.06003430531732423,0.3653421749610031,161582.50623182266,-0.15501856803598235
2015-11-05,3.767,0,1,-1.0132339411939029e-11,36821.52575407236,138706.68751559057,0.015911542610571594,0.38706687515590565,161582.50623182266,-0.141573609976145
2015-11-06,3.857,0,1,-1.0132339411939029e-11,36821.52575407236,142020.6248334571,0.02389169100079669,0.4202062483345712,161582.50623182266,-0.12106435191876574
2015-11-09,3.897,0,1,-1.0132339411939029e-11,36821.52575407236,143493.48586361998,0.010370754472387667,0.43493485863619985,161582.50623182266,-0.11194912611548635
2015-11-10,3.886,0,1,-1.0132339411939029e-11,36821.52575407236,143088.4490803252,-0.002822684115986518,0.4308844908032521,161582.50623182266,-0.1144558132113882
2015-11-11,3.881,0,1,-1.0132339411939029e-11,36821.52575407236,142904.34145155482,-0.001286670097787046,0.42904341451554817,161582.50623182266,-0.11559521643679815
2015-11-12,3.841,0,1,-1.0132339411939029e-11,36821.52575407236,141431.48042139196,-0.010306622004637722,0.41431480421391953,161582.50623182266,-0.12471044224007766
2015-11-13,3.804,0,1,-1.0132339411939029e-11,36821.52575407236,140069.08396849126,-0.009632908096849913,0.4006908396849127,161582.50623182266,-0.13314202610811132
2015-11-16,3.826,0,1,-1.0132339411939029e-11,36821.52575407236,140879.15753508086,0.005783385909568839,0.40879157535080846,161582.50623182266,-0.1281286519163075
2015-11-17,3.812,0,1,-1.0132339411939029e-11,36821.52575407236,140363.65617452384,-0.003659174072138005,0.40363656174523843,161582.50623182266,-0.13131898094745542
2015-11-18,3.779,0,1,-1.0132339411939029e-11,36821.52575407236,139148.54582463944,-0.008656873032528933,0.39148545824639447,161582.50623182266,-0.1388390422351612
2015-11-19,3.836,0,1,-1.0132339411939029e-11,36821.52575407236,141247.37279262158,0.015083355385022701,0.41247372792621584,161582.50623182266,-0.1258498454654876
2015-11-20,3.825,0,1,-1.0132339411939029e-11,36821.52575407236,140842.3360093268,-0.0028675703858184187,0.4084233600932681,161582.50623182266,-0.12835653256138946
2015-11-23,3.806,0,1,-1.0132339411939029e-11,36821.52575407236,140142.7270199994,-0.00496732026143798,0.40142727019999414,161582.50623182266,-0.13268626481794732
2015-11-24,3.809,0,1,-1.0132339411939029e-11,36821.52575407236,140253.19159726164,0.0007882291119285512,0.4025319159726164,161582.50623182266,-0.13200262288270126
2015-11-25,3.832,0,1,-1.0132339411939029e-11,36821.52575407236,141100.0866896053,0.006038330270412118,0.411000866896053,161582.50623182266,-0.12676136804581561
2015-11-26,3.814,0,1,-1.0132339411939029e-11,36821.52575407236,140437.299226032,-0.0046972860125260585,0.40437299226031986,161582.50623182266,-0.13086321965729142
2015-11-27,3.608,-1,0,132812.20930121688,0.0,132812.20930121688,-0.054295332983744116,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-11-30,3.609,0,0,132812.20930121688,0.0,132812.20930121688,0.0,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-12-01,3.637,0,0,132812.20930121688,0.0,132812.20930121688,0.0,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-12-02,3.793,0,0,132812.20930121688,0.0,132812.20930121688,0.0,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-12-03,3.801,0,0,132812.20930121688,0.0,132812.20930121688,0.0,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-12-04,3.729,0,0,132812.20930121688,0.0,132812.20930121688,0.0,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-12-07,3.737,0,0,132812.20930121688,0.0,132812.20930121688,0.0,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-12-08,3.681,0,0,132812.20930121688,0.0,132812.20930121688,0.0,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-12-09,3.686,0,0,132812.20930121688,0.0,132812.20930121688,0.0,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-12-10,3.679,0,0,132812.20930121688,0.0,132812.20930121688,0.0,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-12-11,3.661,0,0,132812.20930121688,0.0,132812.20930121688,0.0,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-12-14,3.773,0,0,132812.20930121688,0.0,132812.20930121688,0.0,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-12-15,3.737,0,0,132812.20930121688,0.0,132812.20930121688,0.0,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-12-16,3.738,0,0,132812.20930121688,0.0,132812.20930121688,0.0,0.3281220930121689,161582.50623182266,-0.178053290554418
2015-12-17,3.808,1,1,-1.9873880319210002e-11,34866.695795152445,132772.3775879405,-0.00029991002699192304,0.32772377587940493,161582.50623182266,-0.17829980061423378
2015-12-18,3.822,0,1,-1.9873880319210002e-11,34866.695795152445,133260.51132907261,0.003676470588235281,0.3326051132907262,161582.50623182266,-0.17527884399884497
2015-12-21,3.922,0,1,-1.9873880319210002e-11,34866.695795152445,136747.18090858788,0.02616431187859769,0.36747180908587884,161582.50623182266,-0.15370058246035312
2015-12-22,3.927,0,1,-1.9873880319210002e-11,34866.695795152445,136921.51438756363,0.0012748597654257399,0.36921514387563636,161582.50623182266,-0.15262166938342858
2015-12-23,3.922,0,1,-1.9873880319210002e-11,34866.695795152445,136747.18090858788,-0.001273236567354119,0.36747180908587884,161582.50623182266,-0.15370058246035312
2015-12-24,3.875,0,1,-1.9873880319210002e-11,34866.695795152445,135108.4462062157,-0.011983681795002532,0.35108446206215715,161582.50623182266,-0.1638423653834442
2015-12-25,3.895,0,1,-1.9873880319210002e-11,34866.695795152445,135805.78012211874,0.005161290322580392,0.35805780122118747,161582.50623182266,-0.15952671307574606
2015-12-28,3.778,0,1,-1.9873880319210002e-11,34866.695795152445,131726.3767140859,-0.030038510911424954,0.3172637671408589,161582.50623182266,-0.18477327907578145
2015-12-29,3.813,0,1,-1.9873880319210002e-11,34866.695795152445,132946.71106691626,0.00926416093171012,0.3294671106691627,161582.50623182266,-0.17722088753730914
2015-12-30,3.812,0,1,-1.9873880319210002e-11,34866.695795152445,132911.8443711211,-0.0002622606871232058,0.3291184437112109,161582.50623182266,-0.17743667015269415
2015-12-31,3.778,0,1,-1.9873880319210002e-11,34866.695795152445,131726.3767140859,-0.00891920251836309,0.3172637671408589,161582.50623182266,-0.18477327907578145
2016-01-04,3.535,-1,0,123216.79350497312,0.0,123216.79350497312,-0.06460044997353087,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-05,3.527,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-06,3.582,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-07,3.484,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-08,3.408,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-11,3.233,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-12,3.256,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-13,3.211,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-14,3.265,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-15,3.169,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-18,3.171,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-19,3.262,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-20,3.169,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-21,3.078,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-22,3.108,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-25,3.12,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-26,2.944,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-27,2.912,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-28,2.849,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-01-29,2.93,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-02-01,2.898,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-02-02,2.96,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-02-03,2.946,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-02-04,2.985,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-02-05,2.95,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-02-15,2.939,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-02-16,3.022,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-02-17,3.053,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-02-18,3.049,0,0,123216.79350497312,0.0,123216.79350497312,0.0,0.2321679350497312,161582.50623182266,-0.23743729207793196
2016-02-19,3.041,1,1,-2.7426949600339867e-12,40506.35960312634,123179.83955310719,-0.00029991002699192304,0.23179839553107184,161582.50623182266,-0.23766599228024787
2016-02-22,3.104,0,1,-2.7426949600339867e-12,40506.35960312634,125731.74020810415,0.020716869450838615,0.2573174020810416,161582.50623182266,-0.2218728181643832
2016-02-23,3.08,0,1,-2.7426949600339867e-12,40506.35960312634,124759.58757762912,-0.0077319587628865705,0.24759587577629127,161582.50623182266,-0.22788926544661736
2016-02-24,3.103,0,1,-2.7426949600339867e-12,40506.35960312634,125691.23384850103,0.007467532467532401,0.25691233848501027,161582.50623182266,-0.22212350346780962
2016-02-25,2.905,0,1,-2.7426949600339867e-12,40506.35960312634,117670.974647082,-0.06380921688688379,0.17670974647082005,161582.50623182266,-0.27175919354624145
2016-02-26,2.933,0,1,-2.7426949600339867e-12,40506.35960312634,118805.15271596954,0.009638554216867545,0.18805152715969542,161582.50623182266,-0.2647400050503016
2016-02-29,2.864,0,1,-2.7426949600339867e-12,40506.35960312634,116010.21390335383,-0.023525400613706116,0.1601021390335382,161582.50623182266,-0.2820372909867247
2016-03-01,2.918,-1,0,118162.09805472607,0.0,118162.09805472607,0.018549092178770987,0.1816209805472606,161582.50623182266,-0.26871973451631737
2016-03-02,3.049,0,0,118162.09805472607,0.0,118162.09805472607,0.0,0.1816209805472606,161582.50623182266,-0.26871973451631737
2016-03-03,3.042,0,0,118162.09805472607,0.0,118162.09805472607,0.0,0.1816209805472606,161582.50623182266,-0.26871973451631737
2016-03-04,3.079,0,0,118162.09805472607,0.0,118162.09805472607,0.0,0.1816209805472606,161582.50623182266,-0.26871973451631737
2016-03-07,3.103,1,1,-7.560174708487466e-12,38068.53369536225,118126.66005670905,-0.00029991002699192304,0.18126660056709043,161582.50623182266,-0.26893905280047725
2016-03-08,3.092,0,1,-7.560174708487466e-12,38068.53369536225,117707.90618606005,-0.0035449564937158895,0.1770790618606004,161582.50623182266,-0.27153063205255434
2016-03-09,3.046,0,1,-7.560174708487466e-12,38068.53369536225,115956.75363607338,-0.01487710219922389,0.15956753636073384,161582.50623182266,-0.2823681452885125
2016-03-10,3.005,0,1,-7.560174708487466e-12,38068.53369536225,114395.94375456353,-0.01346027577150355,0.14395943754563523,161582.50623182266,-0.29202766795534474
2016-03-11,2.999,0,1,-7.560174708487466e-12,38068.53369536225,114167.53255239136,-0.001996672212978279,0.1416753255239136,161582.50623182266,-0.2934412566382958
2016-03-14,3.064,0,1,-7.560174708487466e-12,38068.53369536225,116641.98724258991,0.021673891297099068,0.16641987242589917,161582.50623182266,-0.27812737923965924
2016-03-15,3.054,0,1,-7.560174708487466e-12,38068.53369536225,116261.30190563628,-0.0032637075718016106,0.16261301905636283,161582.50623182266,-0.2804833603779111
2016-03-16,3.074,0,1,-7.560174708487466e-12,38068.53369536225,117022.67257954352,0.0065487884741322056,0.1702267257954353,161582.50623182266,-0.2757713981014076
2016-03-17,3.124,0,1,-7.560174708487466e-12,38068.53369536225,118926.09926431165,0.01626545217957065,0.18926099264311658,161582.50623182266,-0.26399149241014863
2016-03-18,3.168,0,1,-7.560174708487466e-12,38068.53369536225,120601.11474690758,0.014084507042253502,0.20601114746907578,161582.50623182266,-0.25362517540184093
2016-03-21,3.238,0,1,-7.560174708487466e-12,38068.53369536225,123265.91210558295,0.022095959595959558,0.23265912105582953,161582.50623182266,-0.23713330743407857
2016-03-22,3.216,0,1,-7.560174708487466e-12,38068.53369536225,122428.40436428497,-0.006794317479925871,0.2242840436428497,161582.50623182266,-0.24231646593823242
2016-03-23,3.222,0,1,-7.560174708487466e-12,38068.53369536225,122656.81556645714,0.001865671641791078,0.22656815566457134,161582.50623182266,-0.24090287725528137
2016-03-24,3.172,0,1,-7.560174708487466e-12,38068.53369536225,120753.38888168904,-0.01551831160769701,0.2075338888168905,161582.50623182266,-0.2526827829465401
2016-03-25,3.185,0,1,-7.560174708487466e-12,38068.53369536225,121248.27981972875,0.004098360655737654,0.21248279819728744,161582.50623182266,-0.2496200074668129
2016-03-28,3.155,0,1,-7.560174708487466e-12,38068.53369536225,120106.22380886787,-0.009419152276295195,0.20106223808867862,161582.50623182266,-0.25668795088156826
2016-03-29,3.129,0,1,-7.560174708487466e-12,38068.53369536225,119116.44193278845,-0.00824088748019014,0.19116441932788453,161582.50623182266,-0.2628135018410228
2016-03-30,3.215,0,1,-7.560174708487466e-12,38068.53369536225,122390.3358305896,0.027484819431128127,0.22390335830589603,161582.50623182266,-0.24255206405205765
2016-03-31,3.209,0,1,-7.560174708487466e-12,38068.53369536225,122161.92462841743,-0.0018662519440123537,0.2216192462841744,161582.50623182266,-0.2439656527350087
2016-04-01,3.219,0,1,-7.560174708487466e-12,38068.53369536225,122542.60996537106,0.0031162355874103653,0.22542609965371052,161582.50623182266,-0.24160967159675695
2016-04-05,3.25,0,1,-7.560174708487466e-12,38068.53369536225,123722.7345099273,0.009630319975147739,0.237227345099273,161582.50623182266,-0.23430613006817635
2016-04-06,3.244,0,1,-7.560174708487466e-12,38068.53369536225,123494.32330775513,-0.0018461538461538307,0.23494323307755116,161582.50623182266,-0.2357197187511274
2016-04-07,3.204,0,1,-7.560174708487466e-12,38068.53369536225,121971.58195994062,-0.012330456226880449,0.21971581959940623,161582.50623182266,-0.24514364330413452
2016-04-08,3.177,0,1,-7.560174708487466e-12,38068.53369536225,120943.73155016584,-0.008426966292134797,0.20943731550165845,161582.50623182266,-0.2515047923774143
2016-04-11,3.212,0,1,-7.560174708487466e-12,38068.53369536225,122276.13022950353,0.011016682404784373,0.2227613022950352,161582.50623182266,-0.24325885839353312
2016-04-12,3.208,0,1,-7.560174708487466e-12,38068.53369536225,122123.85609472208,-0.001245330012453305,0.22123856094722094,161582.50623182266,-0.24420125084883382
2016-04-13,3.249,0,1,-7.560174708487466e-12,38068.53369536225,123684.66597623193,0.012780548628428923,0.23684665976231933,161582.50623182266,-0.23454172818200159
2016-04-14,3.261,0,1,-7.560174708487466e-12,38068.53369536225,124141.48838057628,0.003693444136657398,0.24141488380576281,161582.50623182266,-0.23171455081609948
2016-04-15,3.264,0,1,-7.560174708487466e-12,38068.53369536225,124255.69398166235,0.0009199632014718073,0.2425569398166234,161582.50623182266,-0.23100775647462402
2016-04-18,3.218,0,1,-7.560174708487466e-12,38068.53369536225,122504.5414316757,-0.01409313725490191,0.22504541431675684,161582.50623182266,-0.24184526971058207
2016-04-19,3.222,0,1,-7.560174708487466e-12,38068.53369536225,122656.81556645714,0.0012430080795524656,0.22656815566457134,161582.50623182266,-0.24090287725528137
2016-04-20,3.166,0,1,-7.560174708487466e-12,38068.53369536225,120524.97767951686,-0.017380509000620714,0.20524977679516865,161582.50623182266,-0.2540963716294913
2016-04-21,3.151,-1,0,119917.96348918419,0.0,119917.96348918419,-0.005036418193303915,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-04-22,3.165,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-04-25,3.155,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-04-26,3.173,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-04-27,3.158,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-04-28,3.156,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-04-29,3.152,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-03,3.213,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-04,3.201,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-05,3.201,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-06,3.128,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-09,3.064,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-10,3.061,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-11,3.073,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-12,3.084,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-13,3.073,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-16,3.085,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-17,3.08,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-18,3.06,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-19,3.054,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-20,3.074,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-23,3.079,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
2016-05-24,3.06,0,0,119917.96348918419,0.0,119917.96348918419,0.0,0.19917963489184176,161582.50623182266,-0.25785305423386795
